Date,EMA5,EMA21,EMA63,Position
2016-12-22,749.7436809472845,767.8611850070872,788.0848479018957,Long
2016-12-23,746.2489609648563,765.2610337337156,786.5590564362114,Long
2016-12-26,747.758197976571,763.944273576105,785.4408569225799,Long
2016-12-27,750.3093796510474,763.1685889782773,784.5024471124992,Long
2016-12-28,753.118199767365,762.765611798434,783.6972406402336,Long
2016-12-29,757.5501541782435,763.0972891803945,783.1571413389763,Long
2016-12-30,762.9549041188291,764.0670268912677,782.8636182971334,Long
2017-01-02,766.2459574125528,764.8634848102433,782.5500072253479,Long
2017-01-03,769.8445542750353,765.9705996456757,782.3778741245558,Long
2017-01-04,769.6686065166903,766.2747915869779,781.9697127769134,Long
2017-01-05,773.156309011127,767.5345118063435,781.9122753151348,Long
2017-01-06,775.6687406740848,768.7307929148577,781.8741918365369,Long
2017-01-09,776.50098244939,769.5884904680524,781.758294154145,Neutral
2017-01-10,776.8997232995933,770.3256463345931,781.631385118078,Neutral
2017-01-11,780.5832951997289,771.9279002132664,781.8288555518881,Neutral
2017-01-12,778.169930466486,772.0565639211512,781.5636788471415,Neutral
2017-01-13,777.2007909776574,772.3480137465011,781.3667673831684,Neutral
2017-01-16,776.414296985105,772.5746769513646,781.1628468086943,Neutral
2017-01-17,779.9943579900701,773.9001135921496,781.3500853459227,Neutral
2017-01-18,789.9656396600467,777.1735762655906,782.2425265226126,Neutral
2017-01-19,795.1617651066979,779.7536162414459,782.9710105687809,Neutral
2017-01-20,798.672683071132,782.1118801285872,783.6811202072565,Neutral
2017-01-23,801.6219377140881,784.4217498441702,784.4260991695297,Neutral
2017-01-24,802.9482554760588,786.347126312882,785.087811414232,Neutral
2017-01-25,806.5947353173725,788.8508143753472,785.9878077762872,Neutral
2017-01-27,804.8901222115818,789.999003613952,786.4719667832783,Neutral
2017-01-30,803.0045884743879,790.8385051945017,786.8707653525507,Neutral
2017-01-31,802.325039649592,791.7591812677289,787.3112396227835,Neutral
2017-02-01,801.450600099728,792.481230334299,787.6984421658216,Neutral
2017-02-02,798.1365613998187,792.3927988493626,787.8175059731398,Long
2017-02-03,797.3161792665459,792.6912184994205,788.0630656302292,Long
2017-02-06,800.140127844364,793.8818372722004,788.6169706105345,Long
2017-02-07,800.3685242295761,794.5130627020003,788.9984814352052,Long
2017-02-08,799.8029338197175,794.891125456364,789.300771171605,Long
2017-02-09,798.7392278798118,795.0475518694218,789.5292413224923,Long
2017-02-10,798.0769045865412,795.2025251540199,789.7549605936645,Long
2017-02-13,801.1935427243609,796.3138245945635,790.3072061688624,Long
2017-02-14,798.8547771495739,796.1195901768759,790.4281449135855,Long
2017-02-15,797.8886177663827,796.1047455244326,790.600899728786,Long
2017-02-16,796.0116011775885,795.7550021131206,790.6526706122614,Long
2017-02-17,793.2465037850591,795.0242118301096,790.5609093118783,Long
2017-02-20,795.5231208567061,795.4834975728269,790.8582669896322,Long
2017-02-21,799.631462237804,796.6075564298426,791.3892006774562,Long
2017-02-22,802.8073274918695,797.7486020271297,791.9445087187858,Long
2017-02-23,803.0830179945797,798.2836744792088,792.3098177900737,Long
2017-02-27,805.8262193297198,799.4681242538262,792.903655421634,Long
2017-02-28,807.48336888648,800.4980827762056,793.4628433147079,Neutral
2017-03-01,811.5844935909868,802.2515973420051,794.2854651798733,Long
2017-03-02,814.9428240606579,804.0159507654591,795.1409032992523,Long
2017-03-03,817.0725190404387,805.590128786781,795.9593722274006,Long
2017-03-06,817.2281150269592,806.6764177152554,796.6337451890444,Long
2017-03-07,817.0041680179729,807.574586468414,797.2563242143867,Long
2017-03-08,816.6208003453153,808.3272663349219,797.8375036139371,Long
2017-03-09,816.0530678968769,808.926387849929,798.3712567197516,Long
2017-03-10,817.2039982645847,809.888157954481,799.0317130410094,Long
2017-03-14,830.0035525097231,814.0440218677101,800.7995551647278,Long
2017-03-15,834.4009890064822,816.6941891524637,802.1244397533301,Long
2017-03-16,839.1117270043214,819.5886449567851,803.5747136047885,Long
2017-03-17,841.1129570028811,821.9092605970774,804.8728605858889,Long
2017-03-20,841.1674270019207,823.6699066337067,806.0104701613299,Long
2017-03-21,842.7643280012805,825.6961087579152,807.2588345312882,Long
2017-03-22,844.2971090008538,827.6657962344684,808.5120794209355,Long
2017-03-23,844.3982273339025,829.2053114858804,809.6398414390312,Long
2017-03-24,843.9037905559351,830.4516392598913,810.6796875503114,Long
2017-03-27,843.1372153706234,831.4654961453557,811.6460743456141,Long
2017-03-28,843.968246913749,832.7532064957778,812.7080817098137,Long
2017-03-29,847.4718326091661,834.7282789961616,814.013423031382,Long
2017-03-30,851.8831790727775,837.0898783601469,815.4725620616513,Long
2017-03-31,852.4987793818517,838.6026148728608,816.6681063722247,Long
2017-04-03,855.6870525879011,840.7354316116916,818.0867155168427,Long
2017-04-05,862.4007433919342,843.9256764651742,819.8911345631914,Long
2017-04-06,866.6580515946227,846.7663120592492,821.6186824830916,Long
2017-04-07,866.3282273964153,848.4846999629539,822.995241749245,Long
2017-04-10,866.5608999309436,850.1702949663218,824.3712106008311,Long
2017-04-11,866.0138056206292,851.5111424239288,825.6383483008051,Long
2017-04-12,865.6646197470861,852.7343338399353,826.8673451664049,Long
2017-04-13,865.4630791647241,853.8548487635776,828.0608655674548,Long
2017-04-17,862.2699214431495,854.039281239616,828.9303262059718,Long
2017-04-18,859.7353879620998,854.0962848541964,829.7345760432852,Long
2017-04-19,856.7347656413999,853.7905790492695,830.3907930731825,Long
2017-04-20,856.9660604275999,854.1213127720631,831.2357261021456,Long
2017-04-21,854.2175672850667,853.630337156421,831.7821278177036,Long
2017-04-24,851.8077645233778,853.0265027785645,832.2573162921503,Long
2017-04-25,856.2719893489186,854.1332242532403,833.2867888767706,Long
2017-04-26,864.6634225659458,856.6162301393093,834.7917732556215,Long
2017-04-27,872.1148483772972,859.3800001266449,836.4238334663834,Long
2017-04-28,873.2277902515316,860.8412432060408,837.6435159830589,Long
2017-05-02,871.8316698343544,861.5865328236735,838.6246382648384,Long
2017-05-03,872.7424958895697,862.7663160215212,839.7477479440622,Neutral
2017-05-04,880.4348165930465,865.7711471104739,841.4999888833103,Neutral
2017-05-05,884.689129062031,868.2644750095217,843.1155440432068,Neutral
2017-05-08,887.8218460413541,870.6120027359287,844.7084107918565,Neutral
2017-05-09,889.0364023609028,872.507776578117,846.169570298361,Neutral
2017-05-10,903.6730515739353,878.0021923437428,848.8813446640372,Neutral
2017-05-11,907.9374707159568,881.4989302215843,850.993374799536,Neutral
2017-05-12,911.233012810638,884.8012181105312,853.0818348683006,Neutral
2017-05-15,914.3819858737588,888.0629193732102,855.1942754036661,Neutral
2017-05-16,921.834226582506,892.4879910665547,857.7425389223016,Neutral
2017-05-17,929.6114693883374,897.2768968786861,860.4745206747297,Neutral
2017-05-18,928.819165592225,900.0003206169873,862.5607718411444,Neutral
2017-05-19,933.8311243948167,903.9871134699885,865.1012177836086,Neutral
2017-05-22,940.4809222632111,908.5137866090804,867.8724459153708,Neutral
2017-05-23,946.8492608421409,913.1567094628003,870.7384925430155,Neutral
2017-05-24,955.230460228094,918.5054503298185,873.9026914947963,Neutral
2017-05-25,962.503371485396,923.8276088452895,877.1260196980838,Neutral
2017-05-26,966.5716446569307,928.4531163138995,880.1754625512688,Neutral
2017-05-29,979.0532561046206,935.3225129217268,884.0454943152916,Neutral
2017-05-30,987.4835427364137,941.5972041106606,887.8048262429388,Neutral
2017-05-31,991.3558294909425,946.8247676460551,891.282813016597,Neutral
2017-06-01,1002.7860476606284,953.9903782236864,895.4816777348283,Neutral
2017-06-02,1007.612695440419,959.7427066578967,899.2874375243649,Neutral
2017-06-05,1014.3729819602795,965.9382383253608,903.3063786954784,Neutral
2017-06-06,1016.9447199735197,971.0427799321461,907.0183104862448,Neutral
2017-06-07,1023.2786169823464,976.9431100292237,911.0473136272997,Neutral
2017-06-08,1023.4905339882309,981.2132243902033,914.5744090764466,Neutral
2017-06-09,1024.209183992154,985.2526116274576,918.0454114178077,Neutral
2017-06-12,1026.0304473281028,989.2908263885977,921.5337727485013,Neutral
2017-06-13,1028.2120705520688,993.2257800805434,925.0038210063606,Neutral
2017-06-14,1033.084251368046,997.7351285277667,928.6858457561618,Neutral
2017-06-15,1033.3047842453639,1001.0088304797879,931.9689708887818,Neutral
2017-06-16,1029.6440058302426,1002.9464321634434,934.7925170797573,Neutral
2017-06-19,1028.4050452201618,1005.0355859667667,937.640473546015,Neutral
2017-06-20,1026.767629480108,1006.7135143334242,940.3233586852019,Neutral
2017-06-21,1035.1644629867387,1010.8266612122037,943.8119452887894,Neutral
2017-06-22,1034.6528956578259,1012.8996702838216,946.6187520297648,Neutral
2017-06-23,1035.5243344385506,1015.1149013489287,949.4515164038346,Neutral
2017-06-27,1034.2786742923672,1016.6305788626624,952.0245113287148,Neutral
2017-06-28,1032.786938528245,1017.828114147875,954.4551036934424,Neutral
2017-06-29,1031.1940186854968,1018.7535745889772,956.7536372967724,Neutral
2017-06-30,1027.4552937903313,1018.8648718081611,958.7293937562482,Neutral
2017-07-03,1030.6786105268877,1020.5249056437829,961.1792640763654,Neutral
2017-07-04,1029.7884666845919,1021.2052032216208,963.2676676677289,Neutral
2017-07-05,1031.9034114563947,1022.5623030196552,965.5447187093624,Neutral
2017-07-06,1031.9907019709299,1023.4353011996866,967.6266113434448,Neutral
2017-07-07,1033.68646898062,1024.675546817897,969.7969673327121,Neutral
2017-07-10,1034.3603153204135,1025.6784978344517,971.8566873535649,Neutral
2017-07-11,1038.0217858802757,1027.4663368495017,974.153188592516,Neutral
2017-07-12,1048.3988825868505,1031.2560404086378,977.1219350739999,Neutral
2017-07-13,1056.2774370579004,1034.9631772805799,980.0879541654374,Neutral
2017-07-14,1062.9784963719337,1038.7283988914362,983.0970998165176,Neutral
2017-07-17,1071.7445752479557,1043.3237019922146,986.4152133535014,Neutral
2017-07-18,1079.131800165304,1047.9221154474678,989.7743082487044,Neutral
2017-07-19,1082.9544031102027,1051.801887588607,992.9250988971825,Neutral
2017-07-20,1085.0461807401352,1055.20441926237,995.9346188066455,Neutral
2017-07-21,1088.2514901600903,1058.7914819657908,999.0198528751879,Neutral
2017-07-24,1090.6088221067268,1062.1125732416278,1002.0293414103384,Neutral
2017-07-25,1089.1098200711513,1064.294322583298,1004.6569187412653,Neutral
2017-07-26,1092.8186153807676,1067.561766530271,1007.6437714681008,Neutral
2017-07-27,1097.605802253845,1071.163440118428,1010.7542841097227,Neutral
2017-07-28,1095.1129338358967,1072.8874180167527,1013.2346876375439,Neutral
2017-07-31,1094.049328890598,1074.6178453788661,1015.6936698676205,Neutral
2017-08-01,1099.071907593732,1077.7541380716964,1018.6131509655073,Neutral
2017-08-02,1100.7826797291548,1080.1586913379058,1021.2878719978353,Neutral
2017-08-03,1102.2854178194366,1082.4434370344597,1023.912966435403,Neutral
2017-08-04,1110.278535546291,1086.4271946676906,1027.1114603280466,Neutral
