Date,EMA5,EMA21,EMA63,Position
2020-08-06,2.6,2.6,2.6,Neutral
2020-08-07,2.6333333333333337,2.6090909090909093,2.6031250000000004,Long
2020-08-10,2.688888888888889,2.6264462809917357,2.60927734375,Long
2020-08-11,2.7592592592592595,2.6513148009015777,2.618362426757813,Long
2020-08-12,2.8395061728395063,2.683013455365071,2.6302886009216313,Long
2020-08-13,2.9430041152263375,2.72546677760461,2.6465295821428305,Long
2020-08-14,2.978669410150892,2.7549697978223726,2.659138032700867,Long
2020-08-17,2.952446273433928,2.7681543616567024,2.666664969178965,Long
2020-08-18,2.901630848955952,2.771049419687911,2.670831688892122,Long
2020-08-19,2.901087232637302,2.7827721997162826,2.6779931986142436,Long
2020-08-20,2.9340581550915346,2.802520181560257,2.6880559111575484,Long
2020-08-21,2.9060387700610235,2.806836528691143,2.693116663933875,Long
2020-08-24,2.920692513374016,2.819851389719221,2.701144268185941,Long
2020-08-25,2.9637950089160108,2.840773990653837,2.7120460098051304,Long
2020-08-26,2.975863339277341,2.8552490824125796,2.72104457199872,Long
2020-08-27,2.9339088928515604,2.8547718931023454,2.72507442912376,Long
2020-08-28,2.8726059285677072,2.8452471755475868,2.725853353213642,Long
2020-08-31,2.7984039523784716,2.8274974323159876,2.723482935925716,Neutral
2020-09-01,2.715602634918981,2.8022703930145343,2.7180615941780375,Neutral
2020-09-02,2.627068423279321,2.7702458118313946,2.709684669359974,Neutral
2020-09-03,2.6013789488528807,2.750223465301268,2.7046945234424746,Neutral
2020-09-04,2.6175859659019207,2.7411122411829707,2.7029853195848976,Neutral
2020-09-07,2.6617239772679473,2.741920219257246,2.7044545283478696,Neutral
2020-09-08,2.7078159848452983,2.747200199324769,2.7074403243369987,Neutral
2020-09-09,2.7052106565635325,2.7429092721134265,2.7072078142014675,Neutral
2020-09-10,2.703473771042355,2.739008429194024,2.7069825700076717,Neutral
2020-09-11,2.6856491806949037,2.730916753812749,2.7052018646949323,Neutral
2020-09-14,2.690432787129936,2.7281061398297717,2.705039306423216,Neutral
2020-09-15,2.660288524753291,2.716460127117974,2.70175682809749,Neutral
2020-09-16,2.623525683168861,2.701327388289067,2.6970144272194436,Neutral
2020-09-17,2.599017122112574,2.687570352990061,2.692420226368836,Long
2020-09-18,2.566011414741716,2.670518502718237,2.6864070942948097,Long
2020-09-21,2.5106742764944774,2.645925911562034,2.677456872598097,Long
2020-09-22,2.440449517662985,2.6144781014200307,2.6656613453294065,Long
2020-09-23,2.36029967844199,2.5767982740182096,2.6511094282878624,Long
2020-09-24,2.2735331189613266,2.5334529763801905,2.6338872586538664,Long
2020-09-25,2.2490220793075513,2.503139069436537,2.620328281820933,Neutral
2020-09-28,2.2660147195383677,2.4846718813059425,2.610318023014029,Long
2020-09-29,2.3106764796922454,2.4769744375508567,2.6037455847948405,Long
2020-09-30,2.340450986461497,2.4699767614098698,2.597378535270002,Long
2020-10-01,2.3436339909743316,2.459069783099882,2.5896479560428145,Long
2020-10-05,2.3790893273162212,2.458245257363529,2.5852839574164768,Long
2020-10-06,2.4360595515441474,2.466586597603208,2.5841813337472117,Long
2020-10-07,2.457373034362765,2.46962417963928,2.5815506670676114,Long
2020-10-08,2.4549153562418438,2.4678401633084364,2.5774397087217484,Long
2020-10-09,2.469943570827896,2.4707637848258512,2.5750197178241936,Long
2020-10-12,2.4299623805519306,2.4597852589325924,2.5679878516421875,Long
2020-10-13,2.403308253701287,2.449804780847811,2.561175731278369,Long
2020-10-14,2.3688721691341916,2.436186164407101,2.55301398967592,Long
2020-10-15,2.3625814460894614,2.42835105855191,2.5466698024985472,Long
2020-10-16,2.341720964059641,2.4166827805017363,2.5389613711704677,Long
2020-10-19,2.3111473093730943,2.401529800456124,2.5299313283213904,Long
2020-10-20,2.357431539582063,2.40593618223284,2.527433474311347,Long
2020-10-21,2.4049543597213754,2.4144874383934907,2.526576178239117,Long
2020-10-22,2.403302906480917,2.413170398539537,2.522620672669145,Long
2020-10-23,2.468868604320612,2.430154907763215,2.525038776648234,Long
2020-10-26,2.4792457362137412,2.436504461602923,2.524256314877977,Long
2020-10-27,2.452830490809161,2.433185874184476,2.5203733050380404,Long
2020-10-28,2.4185536605394407,2.4256235219858873,2.5150491392556016,Neutral
2020-10-29,2.3790357736929604,2.414203201805352,2.508328853653864,Neutral
2020-10-30,2.352690515795307,2.40382109255032,2.501818576977181,Neutral
2020-11-02,2.318460343863538,2.3898373568639273,2.4939492464466437,Neutral
2020-11-03,2.328973562575692,2.3862157789672067,2.489450832495186,Long
2020-11-04,2.3526490417171284,2.387468889970188,2.4866554939797116,Long
2020-11-05,2.4017660278114192,2.397698990881989,2.4870725097928457,Long
2020-11-06,2.4511773518742794,2.4115445371654447,2.489038993861819,Long
2020-11-09,2.4674515679161866,2.419585942877677,2.489381525303637,Long
2020-11-10,2.4449677119441247,2.41780540261607,2.4865883526378982,Long
2020-11-11,2.396645141296083,2.4070958205600634,2.480757466617964,Long
2020-11-12,2.3810967608640556,2.4019052914182395,2.4766712957861525,Neutral
2020-11-13,2.354064507242704,2.3926411740165814,2.4711503177928353,Neutral
2020-11-14,2.354064507242704,2.3926411740165814,2.4711503177928353,Neutral
2020-11-17,2.330894004138688,2.3834605171320553,2.4656348996967923,Neutral
2020-11-18,2.337262669425792,2.3804186519382324,2.4620213090812673,Neutral
2020-11-19,2.3415084462838616,2.377653319943848,2.4585206431724775,Long
2020-11-20,2.394338964189241,2.388775745403498,2.4598168730733376,Long
2020-11-23,2.4295593094594943,2.3988870412759074,2.461072595789796,Long
